telecomts_fault,node_id,entity_id,entity_type,description,source_id,file_path,created_at,source_file,release,raw_entity_id,matched_terms
Faulty Handover Algorithm,MM procedures,MM procedures,Concept,"MM procedures are Mobility Management procedures within the 5GC that handle mobility-related functions such as registration, tracking area updates, and authentication.",chunk-437f18fa20c7f014185d8a3c0b0d48b1,../3GPP-trunked/Rel-19/23_series/23700-66-j00.md6.11.3,1770201251,Rel-19/22_series/22369-j30/graph_chunk_entity_relation.graphml,Rel-19,MM procedures,mobility
Faulty Handover Algorithm,MSC Server,MSC Server,Technology,MSC Server is a network element that manages call control and mobility functions in a mobile network and may be included in a trace record.,chunk-fe871e3da430726af272bd72b0cf79e6,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.1,1770199845,Rel-19/22_series/22840-j00/graph_chunk_entity_relation.graphml,Rel-19,MSC Server,mobility
Faulty Handover Algorithm,SGSN,SGSN,Technology,SGSN (Serving GPRS Support Node) is a network element that manages packet data session and mobility in a GPRS network and may be included in a trace record.,chunk-fe871e3da430726af272bd72b0cf79e6,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.1,1770199845,Rel-19/22_series/22840-j00/graph_chunk_entity_relation.graphml,Rel-19,SGSN,mobility
Faulty Handover Algorithm,BSSMAP,BSSMAP,Technology,"BSSMAP is a signaling protocol used in mobile networks for communication between the MSC and BSS. It supports various messages and information elements related to call handling, location management, and handover procedures.",chunk-85f6f8c6ff86af3b6c0ef22071650a73,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.2,1770199845,Rel-19/22_series/22840-j00/graph_chunk_entity_relation.graphml,Rel-19,BSSMAP,handover; handover procedure
Faulty Handover Algorithm,HANDOVER REQUIRED PAGING,HANDOVER REQUIRED PAGING,Concept,"HANDOVER REQUIRED PAGING is a BSSMAP message used to initiate paging for a handover process, requiring the use of Cell Identifier List (Preferred) and triggered under specific conditions.",chunk-85f6f8c6ff86af3b6c0ef22071650a73,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.2,1770199845,Rel-19/22_series/22840-j00/graph_chunk_entity_relation.graphml,Rel-19,HANDOVER REQUIRED PAGING,handover
Faulty Handover Algorithm,MAP,MAP,Technology,"MAP is a signaling protocol used in mobile networks for communication between network elements such as MSC, HLR, and VLR, supporting services like call control, SMS, and subscriber data management.<SEP>MAP is a signaling protocol used in mobile networks for managing mobility and call control, defined in TS 29.002. It supports various procedures including handover preparation, access signaling, and identification, and is associated with specific messages and parameters such as IMSI, RAB ID, and error indicators.",chunk-b68b1449c05b918c615b607703833122<SEP>chunk-85f6f8c6ff86af3b6c0ef22071650a73,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.2,1770199845,Rel-19/22_series/22840-j00/graph_chunk_entity_relation.graphml,Rel-19,MAP,handover; mobility
Faulty Handover Algorithm,RANAP,RANAP,Technology,"RANAP is a radio access network application protocol used in UMTS networks for managing radio resources and mobility, defined in TS 25.413. It supports procedures such as RAB assignment, relocation, paging, and error indication, and includes parameters like RAB ID, Cause, and Identity fields.",chunk-b68b1449c05b918c615b607703833122,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.2,1770199845,Rel-19/22_series/22840-j00/graph_chunk_entity_relation.graphml,Rel-19,RANAP,mobility
Faulty Handover Algorithm,Handover Number,Handover Number,Terminology,,chunk-b68b1449c05b918c615b607703833122,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.2,1770199846,Rel-19/22_series/22840-j00/graph_chunk_entity_relation.graphml,Rel-19,Handover Number,handover
Faulty Handover Algorithm,traffic switching,traffic switching,Concept,"Traffic switching is a functionality within the 5G system that enables the transfer of user data from one 3GPP access network to another during an active session, supporting seamless handover and continuity.",chunk-8a64335dc7d1f6f7de98b98e3098f95e,../3GPP-trunked/Rel-19/22_series/22841-j00.md4,1770176542,Rel-19/22_series/22841-j00/graph_chunk_entity_relation.graphml,Rel-19,traffic switching,handover
Faulty Handover Algorithm,AAM,AAM,Concept,AAM stands for Advanced Air Mobility and is defined in the present document as a concept related to the operation of uncrewed aerial systems in urban and suburban environments.,chunk-38224542e442f48dc9667046ac7c6374,../3GPP-trunked/Rel-19/22_series/22843-j20.md3.2,1770200680,Rel-19/22_series/22843-j20/graph_chunk_entity_relation.graphml,Rel-19,AAM,mobility
Faulty Handover Algorithm,Mobility and service continuity,Mobility and service continuity,Concept,"Mobility and service continuity is a key aspect in 5G network sharing scenarios, focusing on maintaining",chunk-85e1c58a787a0901c95de93289745f86,../3GPP-trunked/Rel-19/22_series/22851-j10.md1,1770199718,Rel-19/22_series/22851-j10/graph_chunk_entity_relation.graphml,Rel-19,Mobility and service continuity,mobility
Faulty Handover Algorithm,CN aspects,CN aspects,Concept,CN aspects refer to the core network-related functionalities and considerations in the context of mobility and service continuity during transitions between non-shared 4G/5G networks and shared 5G networks.,chunk-85e1c58a787a0901c95de93289745f86,../3GPP-trunked/Rel-19/22_series/22851-j10.md1,1770199718,Rel-19/22_series/22851-j10/graph_chunk_entity_relation.graphml,Rel-19,CN aspects,mobility
Faulty Handover Algorithm,HANDOVER NOTIFY PATH SWITCH REQUEST,HANDOVER NOTIFY PATH SWITCH REQUEST,Concept,HANDOVER NOTIFY PATH SWITCH REQUEST is a signaling message in the S1 interface that is part of the handover procedure and is used to notify the target eNodeB of the path switch during a handover. It is defined in TS 36.413 and is mandatory for both sender and receiver.,chunk-e8359b6ddc061fa129d6ea85a6a989a7,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.12,1770200071,Rel-19/22_series/22856-j20/graph_chunk_entity_relation.graphml,Rel-19,HANDOVER NOTIFY PATH SWITCH REQUEST,handover; handover procedure
Faulty Handover Algorithm,HANDOVER REQUIRED,HANDOVER REQUIRED,Concept,HANDOVER REQUIRED is a signaling message in the S1 interface sent from the source eNodeB to the MME to initiate the handover procedure. It is mandatory for both sender and receiver and is defined in TS 36.413.,chunk-e8359b6ddc061fa129d6ea85a6a989a7,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.12,1770200071,Rel-19/22_series/22856-j20/graph_chunk_entity_relation.graphml,Rel-19,HANDOVER REQUIRED,handover; handover procedure
Faulty Handover Algorithm,LOCATION RESPONSE,LOCATION RESPONSE,Signal,"LOCATION RESPONSE is a signaling message used in the S3/S10 interface with GTPv2-C protocol, carrying RAN Cause and Selected PLMN ID information as part of the mobility management procedure defined in TS 29.274.",chunk-e14775e2b711b96b094ae6116243d3f4,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.12,1770200071,Rel-19/22_series/22856-j20/graph_chunk_entity_relation.graphml,Rel-19,LOCATION RESPONSE,mobility
Faulty Handover Algorithm,GTPv2-C,GTPv2-C,Technology,"GTPv2-C is a control plane protocol used for signaling between network nodes in LTE, such as MME and SGW, supporting mobility and session management procedures.",chunk-e14775e2b711b96b094ae6116243d3f4,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.12,1770200071,Rel-19/22_series/22856-j20/graph_chunk_entity_relation.graphml,Rel-19,GTPv2-C,mobility
Faulty Handover Algorithm,X2,X2,Technology,"X2 is a wireless interface in LTE networks that connects two eNodeBs, facilitating inter-eNodeB communication for mobility management and handover procedures.",chunk-9a98e15965b34a32af72e9791af706ee,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.13,1770200081,Rel-19/22_series/22856-j20/graph_chunk_entity_relation.graphml,Rel-19,X2,handover; handover procedure; mobility
Faulty Handover Algorithm,X2AP,X2AP,Technology,"X2AP is the X2 Application Protocol used over the X2 interface for exchanging control information between eNodeBs, including handover and RLF reporting.<SEP>X2AP (X2 Application Protocol) is the control plane protocol used on the X2 interface for signaling between eNodeBs, supporting functions such as handover preparation, SGNB addition, and RLF indication.",chunk-9a98e15965b34a32af72e9791af706ee<SEP>chunk-d49a372292f47db9aab0f78e5c36b5bc,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.13,1770200081,Rel-19/22_series/22856-j20/graph_chunk_entity_relation.graphml,Rel-19,X2AP,handover
Faulty Handover Algorithm,UE History Information,UE History Information,Concept,"UE History Information is an information element in X2AP messages that contains historical data about the UE's previous connections, used during handover procedures.",chunk-9a98e15965b34a32af72e9791af706ee,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.13,1770200081,Rel-19/22_series/22856-j20/graph_chunk_entity_relation.graphml,Rel-19,UE History Information,handover; handover procedure
Faulty Handover Algorithm,HANDOVER REQUEST,HANDOVER REQUEST,Signal,"HANDOVER REQUEST is a signaling message sent from the source eNodeB to the target eNodeB over the X2 interface to initiate a handover of a UE, containing necessary context information for the target.",chunk-9a98e15965b34a32af72e9791af706ee,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.13,1770200081,Rel-19/22_series/22856-j20/graph_chunk_entity_relation.graphml,Rel-19,HANDOVER REQUEST,handover
Faulty Handover Algorithm,Handover Notify,Handover Notify,Signal,Handover Notify is a signaling message,chunk-9a98e15965b34a32af72e9791af706ee,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.13,1770200081,Rel-19/22_series/22856-j20/graph_chunk_entity_relation.graphml,Rel-19,Handover Notify,handover
Faulty Handover Algorithm,Handover Type,Handover Type,Terminology,,chunk-d49a372292f47db9aab0f78e5c36b5bc,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.13,1770200082,Rel-19/22_series/22856-j20/graph_chunk_entity_relation.graphml,Rel-19,Handover Type,handover
Faulty Handover Algorithm,MME,MME,Technology,"MME is the Mobility Management Entity,",chunk-4487483e384352de7113c87b53f8c00e,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.13,1770200082,Rel-19/22_series/22856-j20/graph_chunk_entity_relation.graphml,Rel-19,MME,mobility
Faulty Handover Algorithm,BSSAP+,BSSAP+,Technology,"BSSAP+ (BSS Application Part Plus) is a signaling protocol used for communication between the BSS and the MSC/VLR over the Gs interface, supporting GPRS-related procedures.<SEP>BSSAP+ is an enhanced version of the BSSAP protocol used in the Gs interface for handling mobility and session management, supporting signals such as LOCATION-UPDATE-REQUEST, MS-ACTIVITY-INDICATION, and TMSI-REALLOCATION-COMPLETE, and defined in TS 29.018.",chunk-4411b49d1b36beb6776ebb723ea5a246<SEP>chunk-1a1ec11419b537ac9406e97df160dafe,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.4,1770199955,Rel-19/22_series/22865-j20/graph_chunk_entity_relation.graphml,Rel-19,BSSAP+,mobility
Faulty Handover Algorithm,Iur,Iur,Technology,"Iur is a logical interface in UTRAN connecting two RNCs, enabling handover and resource management between neighboring RNCs. It is used in trace recording sessions to capture RNSAP messages between the traced RNC and a neighboring RNC.",chunk-64b3aecf257bc5018ec34d263de5bfe4,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.6,1770199955,Rel-19/22_series/22865-j20/graph_chunk_entity_relation.graphml,Rel-19,Iur,handover
Faulty Handover Algorithm,BSSAP,BSSAP,Technology,"BSSAP is a signaling protocol used in the Gs interface for handling mobility and session management between BSS and MSC, and is referenced in TS 29.01",chunk-1a1ec11419b537ac9406e97df160dafe,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.4,1770199967,Rel-19/22_series/22865-j20/graph_chunk_entity_relation.graphml,Rel-19,BSSAP,mobility
Faulty Handover Algorithm,PMIP,PMIP,Technology,PMIP is a protocol used in the S2a/S2b interface for managing mobility and session management in IP-based networks.,chunk-054893aabc3f26cedae92a03e56b3ae3,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.11,1770200058,Rel-19/22_series/22865-j20/graph_chunk_entity_relation.graphml,Rel-19,PMIP,mobility
Faulty Handover Algorithm,AMF Trace Record Content,AMF Trace Record Content,Concept,"AMF Trace Record Content is a standardized record format that captures detailed signaling information for the AMF (Access and Mobility Management Function) during both management-based and signaling-based activation. It includes interface-specific message details, formats, and varying levels of detail (Minimum, Medium, Maximum) across multiple interfaces such as N2, N8, N11, N12, N14, N15, N20, and N22. The record supports decoded and encoded message formats, with specific fields for message names, record extensions, node identifiers, and extracted information elements from inter-node communications.>",chunk-6722d0a488f60b363cd6ab41e7f71f2b,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.18,1770200266,Rel-19/22_series/22916-j00/graph_chunk_entity_relation.graphml,Rel-19,AMF Trace Record Content,mobility
Faulty Handover Algorithm,N2,N2,Signal,"N2 is a 5G interface between the AMF and the gNB-CU-CP or ng-eNB, used for signaling related to access and mobility management. It supports both decoded and",chunk-6722d0a488f60b363cd6ab41e7f71f2b,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.18,1770200266,Rel-19/22_series/22916-j00/graph_chunk_entity_relation.graphml,Rel-19,N2,mobility
Faulty Handover Algorithm,N11,N11,Signal,"N11 is a 5G interface between the AMF and the SMF (Session Management Function), used for signaling related to session management procedures. It supports decoded and encoded message formats, with fields for message names, record extensions, and extracted information elements from messages between the traced AMF and SMF.<SEP>N11 is a signaling interface between the SMF and the AMF (Access and Mobility Management Function), used for mobility and session management coordination. It supports both decoded and encoded message formats, with varying levels of detail depending on the trace depth.",chunk-6722d0a488f60b363cd6ab41e7f71f2b<SEP>chunk-7c86638429dfab626c6b04c8f397794f,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.18<SEP>../3GPP-trunked/Rel-19/32_series/32423-j20.md4.19,1770200275,Rel-19/22_series/22916-j00/graph_chunk_entity_relation.graphml,Rel-19,N11,mobility
